"age","ageshare","femratio","msm_rate","wsw_rate"
59,0.0168910011504703,0.518153843843397,0.00384760565395095,0.00622118239554502
60,0.0162228949768869,0.523528720300826,0.00067627245751294,0.0052953355985189
61,0.0156934815120573,0.538453607914094,0.000535566588664371,0.0228718143662754
62,0.0139078817223171,0.513107346690399,0.00513359911628688,0.00681901546066515
63,0.0125079134235373,0.541356752339942,0.000565540073294999,0.00598764145751867
64,0.0131091575083045,0.53851893733128,0.000524443824443204,0.00548946373958422
65,0.0117929722379865,0.538977578127783,0.000900144227850607,0.00361656236373786
66,0.0132076651396034,0.531563527007767,0.000928973980359585,0.00420669784580817
67,0.0145623738887945,0.512606144412226,0.00134815959263069,0.0041529127434377
68,0.0160398171841736,0.552934598295422,0.000187673163554464,0.0443459475077572
69,0.0163982030788155,0.520853992923086,0.00438258593881741,0.0077524498612817
70,0.0153111759557959,0.512362193989129,0.000869831489186644,0.00351116009567467
71,0.0155024167232279,0.511557252270384,0.000318672070183812,0.00384774605606597
72,0.0153481166902901,0.51332779642617,0.000505592762338464,0.0035518167443132
73,0.0142720537799509,0.552138341988011,0.000265692949565895,0.00808020916078048
74,0.012935734111068,0.574223260237629,0.000263417834373085,0.00409567835697505
75,0.0106730524455149,0.549025224727652,0.00038126500683969,0.00353844175302559
76,0.0101026242213767,0.53816932315515,0.000394504743873963,0.00350455957941106
77,0.00962827572122959,0.580394521741575,0.000296132684693951,0.00312257986863244
78,0.00851251433450748,0.570863896571484,0.000310054108908327,0.00314427173593277
79,0.00800155020456194,0.612289163855696,0.000296392849081724,0.00356830042953671
80,0.00738052159182838,0.57568233460785,0.000406798528109477,0.00260696586422201
81,0.00677898429888205,0.579130362219082,0.000422529173666853,0.00274631039160562
82,0.00603688082044211,0.564783738129844,0.000460153567025933,0.00282061651044153
83,0.00504723338417749,0.556440300008492,0.000507883502722229,0.00300950301543818
84,0.00521873341761057,0.537742027373291,0.000469044210804227,0.00257731517979434
85,0.00405945531566367,0.574714712633109,0.000439027066483585,0.00241273909759221
86,0.00299424792192508,0.632386822634279,0.00045891592249273,0.00321049484490242
87,0.00292409017405606,0.665385306094473,0.000364958672425098,0.00295133831187824
88,0.00265637315639532,0.645504550969229,0.000385157244427238,0.00285215960611202
89,0.00158783245043756,0.723182631105501,0.000453295164199345,0.00481595972285861
90,0.00100802473895018,0.721656144096016,0.000429856398303155,0.0058452724765986
91,0.000800192982250497,0.734975050037508,0.00040751827261389,0.00592741879392869
92,0.000486519995758598,0.435015634185957,0.000592311545592073,0.00239194574301534
93,0.000280228184881845,0.636921572278621,0.000481315889221919,0.0044284159067001
94,0.000232332061985999,0.754055178037584,0.000336456176194749,0.00541036591922501
95,0.000190302661353567,0.823366581830549,0.000157321302124653,0.0085112891563868
96,0.000173093792383052,0.798290962250972,0.000220407887547259,0.0101239603846991
97,0.000121931055120753,0.807704775259585,0.000211127165788604,0.0102923777823709
98,0.000227183270249994,0.93646381725067,2.50246931706723e-05,0.00428081139805271
99,5.20436782511934e-05,0.827341641954735,0.000191450970376181,0.0106473688497007
100,7.33580760347924e-05,0.848106040925042,0.000170178883981716,0.0110281528268998
